Update needed in DBASE,"Type of Update (Birth, Death, Weaning, Sex)",MaternalHaplotypes,MaternalForagingType,Primary Location,MomName,MomID,CalfName,CalfID,SurviveTo3,WeaningAgeKnown,IBI,WeanToSurvivingcalfInterval,WeantoSurvivingCalfCensored,"First,Early,InBetween,Last,Unknown (FENLU)",LastSurvivingCalf,GrandmaKnown,LastSightingCalf,LastSightingMother,Obs1Calf,Obs1Mom,AssignedBDay,45104,BDayAccuracy,PrimaryBdayEstimateReason,SecondaryBdayEstimateReason,WhoAssignedBDay,MotherLastSeenBeforeCalfBirth,Interval between mothers last sighting,Calf's age at first sight,Obs2,FirstCalfSight,NotesCalfSizeBehavior,Obs3,CalfLastBP,Obs4,MumLastWLiveCalf,Obs5,MumWOCalf,Obs6,DeathDate,DeathAgeYrs,GapSightings,GapSightingsDivide2,DeathDateAccuracy,DeathDateReason1,DeathDateReason2,DeathNotes,WhoDetermineDeathDate,WeaningDateAccuracy,WeanDateReason1,WeaningDateReason2,WhoDetermineWeanDate,LastWMum80%Surveys,NotBPorWOMum50%Surveys,,WeaningDate,WeaningAgeDays,WeaningAgeMonths,WeaningAgeYears,WeanNotes,DoWStatus,Shae/EKWeaningDateNotes2010,ShaeMatrilinesNotesAug2012,CBKMatrilinesNotes2013
N,,  ,P,RED CLIFF BAY,BEAUTIFUL,BEA,GOLDEE,GLD,n,d,,,,l,,,1-May-82,1-May-82,DIC,DIC,01/11/1981,42,MonthEstimate,SpringSummerYoy,,AFR,1-Oct-81,0.17,0.08,DIC,1-Dec-81,81-82 AFR's mortality notes from Masons; given default dates,DIC,,,,,,,01/05/1982,0.496,,,MonthEstimate,DefaultDate,,Old notes from Masons that BEA GLD both disappeared in 1982,JM,,,,,,,,,,,,,,,,
N,,,N,EAST,BEAR,BER,GRIZZLY,GRZ,u,n,,,,u,,,30-Jul-04,30-Jul-04,RCC,RCC,01/11/2002,21,MonthEstimate,SpringSummerYoy,,RCC,7-Aug-02,0.92,0.68,BLS,8-Jul-03,yoy,RCC,30-Jul-04,RCC,30-Jul-04,RCC,,,01/05/2005,,,,Unknown,MotherCalfNotSightedSince,,neither BER nor GRZ sighted since 30-Jul-04,,,,,,,,,,,,,,,,,
N,,E,N,NORTH OF RED CLIFF BAY,BISCUIT,BIS,FIDO,FID,y,n,,,,,,,,,,,01/11/1981,,YearEstimate,Genetics,,JM,,,-81.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,E,N,NORTH OF RED CLIFF BAY,BISCUIT,BIS,TRISCUIT,TRC,n,d,4.002739726,,,n,,,15-May-94,7-Apr-05,JM,QAG,01/11/1992,31,MonthEstimate,SpringSummerYoy,,JM,28-Sep-90,2.76,0.66,KAW,1-Jul-93,< 1 year old in 93 based on size,JM,7-Apr-94,JM,15-May-94,JM,20-Aug-94,RCC,02/07/1994,1.667,97,49,MonthEstimate,Midpoint,,,JM,,,,,,,,,,,,,,,,
N,,E,N,NORTH OF RED CLIFF BAY,BISCUIT,BIS,BAGEL,BAG,y,y,8.435616438,2.5,y,l,y,,,7-Apr-05,,QAG,01/11/1996,27,MonthEstimate,SpringSummerYoy,,JM,7-Oct-96,0.53,0.46,MRH,19-Apr-97,Yoy,JM,16-Feb-03,AS,16-Feb-03,AS,7-Mar-03,AS,,,19,10,,,,,,WeekEstimate,Midpoint,,JM,16-Feb-03,7-Mar-03,19,25-Feb-03,2307.5,75.6557377,6.304644809,,,,,
N,,H ,S,EAST,BILBY,BLB,RASH,RSH,y,y,,,,e,,,,,,,01/11/1985,38,YearEstimate,SSSS,REPRODUCTIVE AGE,JM EK,,,-85.84,,,Genetics assigns BLB as mother and age matches up with RSH siblings. Likely to be BLBs first calf.,,,,,,,,,,,,,,,,,YearEstimate,,,JM,,,,1-May-89,1277,41.86885246,3.489071038,No sightings but genetics makes BLB the mother and with RSH sibling births must have been weaned before SME birth in 1989.,,,,
N,,H ,S,EAST,BILBY,BLB,SMELT,SME,y,y,,,,n,,,,,,,01/11/1989,34,YearEstimate,GAP,,JM,,,6.84,,2-Sep-96,"SME was misidentified by MRH in 1997 who thought it was BOMs calf, but was sighted as independent before BOM even identified (in 1996). Genetics clears up misID and SME is BLB offspring born much earlier based on speckles and sibling births would be circa 1989 based on SSSS.",MRH,,,,,,,,,,,,,,,,MonthEstimate,Gap,,JM,,7-Jul-94,34522,1-May-93,2661,,,"Because bday uncertain, weaning age not known even though wean date is month estimate. BLB assigned as mother based on genetics and SSSS assigned bday. Must have been weaned in 1993 before SEV birth. The May dates are not real but are assigned because we cannot leave dates blank.",,,,
N,,H ,S,EAST,BILBY,BLB,SEVEN,SEV,y,n,,,,n,,,,,,,01/11/1993,30,YearEstimate,SpringSummerYoy,,JM,,,2.88,,18-Sep-96,"No details on size, but possibly on separation during 94 survey. Estimating age based on speckling since SEV had more speckles than DAL",KH,,,,,,,,,,,,,,,,YearEstimate,DefaultDate,,JM,,,,1-May-97,,,,,,,,
N,,H ,S,EAST,BILBY,BLB,CHESTER,CHS,y,y,12,4,y,n,,,,,,,01/11/1997,26,MonthEstimate,SpringSummerYoy,,JM,26-Oct-97,0.73,0.71,MRH,19-Jul-98,"some earlier sightings that year, but unclear if calf was present.",MRH,6-Nov-04,RCC,6-Nov-04,RCC,3-Jul-05,JM,,,239,120,,,,,,MonthEstimate,Midpoint,,JM,6-Nov-04,3-Jul-05,239,5-Mar-05,2681.5,87.91803279,7.326502732,midpoint,,,,
N,,H ,S,EAST,BILBY,BLB,BANDICOOT,BCT,y,y,,,,l,y,,,,,,01/11/2009,14,MonthEstimate,SpringSummerYoy,,JM,4-Jul-08,2.06,0.73,JM,26-Jul-10,"6-7 months old, looks healthy, swimming normally",EMP,20-Nov-13,JM,,,,,,,,,,,,,,MonthEstimate,Midpoint,,JM,20-Nov-13,5-Jul-14,227,13-Mar-14,1593.5,52.24590164,4.353825137,,,,,
N,,E,N,RED CLIFF BAY,BLIP,BLI,FLIP,FLI,y,n,5.005479452,5.545205479,n,e,,,,,,,01/11/1983,40,YearEstimate,MotherFirstSightWithCalf,,RAS,,,0.8,RAS,20-Aug-84,Confusing - RAS says not brand new but sited in '84/RAS suggests that this was FLI's birth year; Bli 1st ID with Flip,RAS,,,16-May-88,RAS,18-May-88,RAS,,,2,1,,,,,,YearEstimate,BirthdateUncertain,Midpoint,JM,16-May-88,18-May-88,2,17-May-88,1659,54.39344262,4.532786885,,,,,
N,,E,N,RED CLIFF BAY,BLIP,BLI,DRONE,DRO,n,d,5.084931507,,,n,,,1-Jun-90,,,,01/11/1988,35,WeekEstimate,InfantFirstSight,,JM,30-Sep-88,0.19,0.1,RCC,7-Dec-88,check video,RCC,,,1-Jun-90,JM,19-Jul-90,KAW,25/06/1990,1.647,48,24,WeekEstimate,DeadPreWeaning,,,JM,,,,,,,,,,,,,,,,
N,,E,N,RED CLIFF BAY,BLIP,BLI,RIPLEY,RIP,y,y,5.04109589,0.569863014,n,n,,,,,,,01/12/1993,30,MonthEstimate,InfantFirstSight,,JM,5-Sep-93,0.53,0.29,AS,16-Mar-94,3-4 mos old; no fetal folds - smooth; normal surfacing type; longest BP=1-5min,JM,15-Apr-98,MRH,15-Apr-98,MRH,20-Jul-98,MK,,,96,48,,,,,,MonthEstimate,Midpoint,SiblingBirth,JM,15-Apr-98,26-Jun-98,72,21-May-98,1632,53.50819672,4.459016393,based on last BP (survey) and BLI and RIP sighted alone (surveys),,,,
N,,E,N,RED CLIFF BAY,BLIP,BLI,BLEEP,BLE,y,y,11,11,y,n,y,,,,,,15/12/1998,25,WeekEstimate,InfantFirstSight,,MRH,8-Dec-98,0.21,0.19,CF,23-Feb-99,"3 mos, no fetal marks - smooth; normal surfacings; 1-5 min BP",MRH,5-Nov-04,RCC,13-May-05,QAG,10-Jul-05,JM,,,58,29,,,,,,WeekEstimate,Midpoint,,JM,5-Nov-04,13-May-05,189,7-Feb-05,2246.5,73.6557377,6.137978142,midpoint,,,,
N,,E,N,RED CLIFF BAY,BLIP,BLI,BLOOPER,BLP,n,d,,,,l,,,1-Oct-12,,EK,,23/08/2012,11,DayEstimate,InfantFirstSight,,JM,11-Aug-12,0.04,0.01,EK,26-Aug-12,chin slapping and corking up,SHOTOVER,,,1-Oct-12,EK,15-Jun-13,JM MMW,06/02/2013,0.458,257,129,MonthEstimate,DeadPreWeaning,,,JM,,,,,,,,,,,,,,,,
N,,A,N,EAST,BLANKIE,BLK,PILLOW,PIL,y,y,,,,f,,,,,,,01/01/2008,15,MonthEstimate,InfantFirstSight,,JM,25-Jul-07,0.98,0.54,EK,16-Jul-08,"~5 moths old, looks healthy, df erect, no waves, no fetal lines, too small for a 1-Nov-07 bday",EK,21-Jul-11,EMP,,,,,,,,,,,,,,MonthEstimate,Midpoint,SiblingBirth,SAS,21-Jul-11,22-Nov-11,124,21-Sep-11,1359,44.55737705,3.713114754,Midpoint btw PIL last bp and DOA bday; BLK with DOA 28-Nov-11 and PIL without BLK 10-Dec-11,,,,
N,,A,N,EAST,BLANKIE,BLK,DOONA,DOA,n,d,,,,n,,,,,,,22/11/2011,12,DayEstimate,InfantFirstSight,,EK,21-Jul-11,0.36,0.02,EMP,28-Nov-11,looked to be 4-7 days old,EK,,,19-Jan-12,CCC,8-Jul-12,JM EK,13/04/2012,0.393,171,86,MonthEstimate,Midpoint,,no bp ,SAS,,,,,,,,,,,,,,,,
N,,A,N,EAST,BLANKIE,BLK,SNUGGIE,SGG,y,y,,,,,,,,,,,01/08/2013,10,WeekEstimate,InfantFirstSight,,MMW,2-Oct-12,0.92,0.09,EK,2-Sep-13,"~1 month, really marked fetal lines",MMW,28-Jun-18,JM,,,,,,,,,,,,,,,,,JM,28-Jun-18,22-Sep-18,86,10-Aug-18,1835,60.16393443,5.013661202,,,,,
N,,  ,N,EAST,BLUR,BLU,DELIGHT,DLI,u,n,,,,u,,,,,,,01/11/2001,22,YearEstimate,Gap,,JM,20-Aug-94,8.67,1.47,RCC,23-Apr-03,"2003 BLS calf small but we never saw in bp, evasive; 2004 JM - no age info on survey but JM estimated 1.5 yrs based on photos. RCC saw Sep-2003 definitely in bp",BLS,3-Sep-03,RCC,27-Aug-04,MK,11-Sep-05,SA AP,,,,,,,,,,MonthEstimate,Reduced MC Association,,EK JM,27-Aug-04,15-Aug-05,353,19-Feb-05,1206.5,39.55737705,3.296448087,,,,,
N,,,N,NORTH OF EAST,BLOVIATE,BLV,POMPOUS,PPS,y,y,,,,wait until 2032,,,,,,,01/11/2009,14,YearEstimate,Gap,,EK,3-Sep-04,7.22,2.06,RCC,24-Nov-11,looked to be 2-3 yrs old,EK,24-Nov-11,EK,24-Nov-11,EK,,,,,,,Unknown,UncertainSurvivalStatusPreWeaning,MotherCalfNotSightedSince,"Possibly seen weaned in 2012 but cannot confirm, even taken through google app with no hits",EK,MonthEstimate,Reduced MC Association,,JM,24-Nov-11,23-Jul-12,242,1-May-12,912,29.90163934,2.491803279,,,,,
N,,  ,N,EAST,BUMBLEBEE,BMB,BEETLE,BTL,u,n,,,,u,,,10-Aug-02,,MK,,01/11/2000,23,YearEstimate,MotherFirstSightWithCalf,,JM,,,0.71,,19-Jul-01,check film,RCC,29-Jul-02,JM,10-Aug-02,MK,14-May-03,BLS,26/12/2002,2.152,277,138.5,MonthEstimate,Midpoint,UncertainSurvivalStatusPreWeaning,,EK JM,,,,,,,,,,,,,,BTL  last bp was 8-Sep-01 but was also seen 10-Aug-02 with BMB but not noted whether in bp or not; BMB sightings without BTL 2003-2006 (although there are unknowns during those sightings),,
N,,  ,N,EAST,BUMBLEBEE,BMB,WASP,WAP,n,d,,,,n,,,9-Oct-10,,EK,,04/10/2010,13,DayEstimate,InfantFirstSight,,EK,12-Jun-06,4.33,0.01,JM EK,9-Oct-10,"about a week old, dorsal erect, smooth at head area, a little lumpy at peduncle area, lots of corking and chin-slapping, mostly by eye, few echelon, no bp",EK,,EK,9-Oct-10,EK,11-Sep-11,,26/03/2011,,,,MonthEstimate,DeadPreWeaning,,,,,,,,,,,,,,,,,,,
N,,  ,N,EAST,BUMBLEBEE,BMB,HORNET,HNT,n,d,,,,l,,,17-Oct-13,17-Oct-13,,,14/02/2013,10.4,MonthEstimate,InfantFirstSight,,JM,13-Sep-11,2.09,0.67,,17-Oct-13,"JM looked at photos, calf looked skinny, but hard to estimate age",EK,17-Oct-13,MMW,17-Oct-13,MMW,,,01/05/2014,1.208,-41564,-20782,YearEstimate,MotherCalfNotSightedSince,,"could be out there as we have a lot of clean juveniles around, needs to be checked; BMB and HNT last seen 17Oct13. Often sighted before that.",EK,,,,,,,,,,,,,,,,
N,,,N,EAST,BLUEMOON,BMN,QUASAR,QSR,n,d,,,,u,,,1-Nov-10,,,,01/01/2010,13,MonthEstimate,InfantFirstSight,,JM,11-Oct-03,6.57,0.34,RCC,6-May-10,"calf is a yoy, about 4 mo old, no bigger than KHA",JM,,,1-Nov-10,JM,23-Jul-12,JM,06/02/2011,1.099,630,315,MonthEstimate,SiblingBirth,Dead Preweaning,"Ambiguous sighting on 5-Jul-12, but probably not QSR because seen 23-Jul-12 without; given that BMN was pregnant by Nov 2011, must have lost QSR; midpoint taken between 15-Nov-10 and 01-May-11",JM,,,,,,,,,,,,,,,,
N,,,N,EAST,BLUEMOON,BMN,WYNKOOP,WYK,n,d,,,,,,,,,,,01/11/2012,11,MonthEstimate,InfantFirstSight,,VF,23-Jul-12,0.94,0.67,JM,3-Jul-13,,EMP,,,3-Jul-13,EMP,30-Jun-14,EMP,31/12/2013,1.164,362,181,MonthEstimate,Midpoint,,,JM,,,,,,,,,,,,,,,,
N,,,N,EAST,BLUEMOON,BMN,CORONA,CNA,still alive,,,,,,,,,,,,01/12/2021,2,MonthEstimate,SpringSummerYoy,,VF JM,4-Sep-15,6.86,0.62,DAP,15-Jul-22,"Mom last seen 4-Sep-15. Calf first seen 15-Jul-22, yoy.  Looks 6-8 mos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,,N,PERON,BRUMBY,BMY,CAMEL,CML,y,n,6.002739726,,,u,,,3-Aug-01,,JM,,01/11/1997,26,YearEstimate,MotherFirstSightWithCalf,,JM,,,1.86,,13-Sep-99,JM 2001-3-4 years old,MK,3-Aug-01,JM,3-Aug-01,JM,26-Jun-02,JM,,,,,Unknown,NotSightedPostWeaning,,,,MonthEstimate,Midpoint,BirthdateUncertain,SAS,3-Aug-01,26-Jun-02,327,13-Jan-02,1534.5,50.31147541,4.192622951,"CML was probably weaned but unsure whether he/she survived, mom sighted 2002 with no sign of calf",DEAD OR WEANED,,,
N,,,N,PERON,BRUMBY,BMY,BRONCO,BCO,y,n,7.005479452,,,n,,,2-Aug-06,,BH RP SS IW,,01/11/2003,20,YearEstimate,Gap,,SAS,26-Jun-02,3.13,1.78,JM,11-Aug-05,no age information,MK,,MK,2-Aug-06,BH RP SS IW,29-Oct-12,EK,01/05/2012,,,,YearEstimate,UncertainSurvivalStatusPreWeaning,StoppedSightingPostWeaning,large gaps in sighting of mom,JM EK,,,,,,,,,,,,,DEAD OR WEANED,,,
N,,,N,PERON,BRUMBY,BMY,MUSTANG,MST,y,y,,,,,,,,,,,01/11/2010,13,YearEstimate,Gap,,EK,2-Aug-06,6.24,1.99,MK,29-Oct-12,~2 years,EK,16-Nov-13,MMW,,,,,,,,,,,,,,YearEstimate,Midpoint,,JM EK,16-Nov-13,11-Jun-15,572,29-Aug-14,1397,45.80327869,3.816939891,BMY MST not sighted in 2014 taken midpoint both seen in 2015,,,,
N,,,N,PERON,BRUMBY,BMY,PERCHERON,PCH,still alive,,,,,,,,27-Jun-18,27-Jun-18,,,01/11/2017,6,MonthEstimate,SpringSummerYoy,,EK,4-Sep-15,2.81,0.65,VF EK,27-Jun-18,"YOY, df erect, no fetal lines, bp >1 min, 5-8 months",EK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,H,S,EAST,BUNGIE,BNG,POGO,POG,n,d,,,,f,,,27-Aug-15,,EMP,,06/10/2014,9,WeekEstimate,InfantFirstSight,,JM MMW,25-Jul-14,0.23,0.03,JM MLM,18-Oct-14,"fetal lines, mom tilting on side, echelon. JM and EK estimated 1-2 weeks based on photos",MMW,,,27-Aug-15,EMP,28-Aug-15,EMP,27/08/2015,0.892,,,DayEstimate,DeadPreWeaning,,"No photos of BNG on 28-Aug-2015 survey, so could have been on a separation",JM,,,,,,,,,,,,,,,,
N,,H,S,EAST,BUNGIE,BNG,FLEX,FLE,still alive,,,,,,,,22-Sep-18,22-Sep-18,,,07/11/2017,6,WeekEstimate,SpringSummerYoy,,EK CBK JM,14-Oct-17,0.15,0.08,CBK,8-Dec-17,"3-6 weeks: stripes, smooth, df erect, normal weight, mostly normal surfacing, no synchrony with mom, few by eye, bp 1-5 min, pd's",CBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,,N,PERON,BRANSON,BNS,CRANSON,CNS,u,n,,,,u,,,19-Jul-06,19-Jul-06,SR SS BH,SR SS BH,01/11/2004,19,YearEstimate,Gap,,SAS,6-Aug-03,2.95,1.71,RCC,19-Jul-06,no age info on survey; BNS with males in 2003,SR SS BH,,,19-Jul-06,SR SS BH,,,,,,,Unknown,MotherCalfNotSightedSince,,No photos of CNS,EK,,,,,,,,,,,,,DEAD OR WEANED,,,
N,,,N,PERON,BOJANGLES,BOJ,SHIRLEY,SHY,y,y,,,,e,,,5-Aug-09,,EMP,,01/04/2008,15,MonthEstimate,InfantFirstSight,,JM,6-Apr-04,4.22,0.23,JM,24-Jun-08,"tiny yoy is only few months old, about 3 months",JM,5-Aug-09,EK,,,2-Jul-13,EMP,,,,,,,,,,MonthEstimate,Gap,,JM EK,5-Aug-09,5-Aug-09,0,1-May-13,1856,60.85245902,5.071038251,SHY seen in 2017 could have been in the 2013 survey with BOJ but no photos,,,"SHY in bp 5-Aug-09 EMP, BOJ sighted 23-Apr-10 (no formal surveys done) when we were with the film crew and photos were taken with no sign of SHY but could have missed SHY. Neither has been sighted since.",
N,,,N,PERON,BOJANGLES,BOJ,ORLEANS,ORL,y,y,,,,,,,27-Jun-18,27-Jun-18,,,15/02/2016,7,MonthEstimate,InfantFirstSight,,JM,1-Jul-14,1.97,0.34,EMP,19-Jun-16,"4 months; echelon, no cups, nursing; bp in survey",JM,27-Jun-18,EK,27-Jun-18,EK,24-Apr-22,JM MHM,,,,,,,,,,MonthEstimate,SiblingBirth,DefaultDate,JM VF,27-Jun-18,24-Apr-22,1397,1-May-20,1537,50.39344262,4.199453552,"last seen with Bojangles on 27-Jun-18. Bojangles seen with new calf on  24-Apr-22, estimated to be a 1-Nov-20 birth. Weaning default date 1-May-20 month estimate sibling birth  ",,,,
N,,,N,PERON,BOJANGLES,BOJ,NITTY GRITTY,NTG,still alive,,,,,,,,,,,,01/11/2020,3,YearEstimate,Gap,,JM VF,27-Jun-18,3.82,1.48,EK,24-Apr-22,estimated 1-Nov-20 birth,JM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,H ,S,EAST,BOOMER,BOM,CINCI,CIN,y,y,5.575342466,0.732876712,n,u,,,27-Jun-05,,,,26/03/1999,24,WeekEstimate,InfantFirstSight,,MRH,23-Aug-98,0.71,0.12,MRH,10-May-99,"calf is 2 mos old, calf still has fetal folds;fetal marks - stripes and smooth;dorsal fin not fully erect;surfacings normal ""pop-up"" a bit; no BP; on 15-Jul-02, seen by JM who said not a yoy (1-2 yrs) and was mistakenly IDed as a new baby Shiraz (SHI) with CKY, later identified to be CIN with BOM",MRH,9-Oct-03,RCC,9-Oct-03,RCC,15-May-04,BLS,,,219,110,,,,,,MonthEstimate,Midpoint,,JM,9-Oct-03,15-May-04,219,26-Jan-04,1767.5,57.95081967,4.829234973,midpoint,,,,
N,,H ,S,EAST,BOOMER,BOM,RANG,RAG,y,y,4.035616438,0.546575342,u,n,,,,,,,20/10/2004,19,WeekEstimate,InfantFirstSight,,AKC,19-Sep-04,0.13,0.05,AKC,7-Nov-04,newborn calf with fetal folds - infant first site sheet (f6089-6140 - entire survey),AKC,1-Feb-08,CCC,1-Feb-08,CCC,,,,,,,,,,,,MonthEstimate,,,JM,1-Feb-08,29-Jun-08,149,15-Apr-08,1273.5,41.75409836,3.479508197,"3h focal 5-aug-07 and RAG ATB but not successful, but w mum in Jan 2008",,,,
N,,H ,S,EAST,BOOMER,BOM,BUNYIP,BYP,y,y,,,,n,,,,,,,01/11/2008,15,MonthEstimate,SpringSummerYoy,,JM,22-Jul-08,0.91,0.64,EK EMP,21-Jun-09,yoy,JM,13-Jun-12,EK,,,,,,,,,,,,,,MonthEstimate,Midpoint,,JM,23-Jul-12,9-Sep-12,48,16-Aug-12,1384,45.37704918,3.781420765,,,,,
N,,H ,S,EAST,BOOMER,BOM,BORIS,BOR,y,y,,,,,,,,,,,14/10/2012,11,DayEstimate,InfantFirstSight,,EK,1-Oct-12,0.05,0.02,EK,21-Oct-12,"about 1 week old, lumpy, df erect",EK,16-Jun-18,BP,,,,,,,,,,,,,,DayEstimate,Midpoint,,JM,18-Jun-18,28-Jun-18,10,23-Jun-18,2078,68.13114754,5.677595628,Both seen during PUB follow but at different times.,,,,
N,,A ,N,WHALE BIGHT,BREAD,BRE,BRICOLE,BCE,n,d,,,,,,,,,,,01/11/2019,,DayEstimate,InfantFirstSight,,,2-Dec-17,1.95,0.04,CBK,15-Nov-19,"Pernille Sørensen saw BRE with a ~2 week old calf in November. She said it was very young and small, and not in great shape.",,,,,,3-Dec-19,MHM,24/11/2019,0.063,,,WeekEstimate,DeadPreWeaning,"Poor condition, emaciated",,,,,,,,,,,,,,,,,,
N,,A ,N,WHALE BIGHT,BREAD,BRE,FLINT,FNT,y,n,,,,e,,,,,,,01/11/1989,34,YearEstimate,SSSS,REPRODUCTIVE AGE,EK JM,,,-89.84,,,Sighted first as a juvenile but SNPs mean she is BRE calf. ,,,,,,,,,,,,,,,,,YearEstimate,DefaultDate,,JM,,,,1-May-93,,,,FNT is BRE calf and estimated born in 1989 but could have been weaned in early 1994 before her first sighting and before BUN born in 1995. FNT seen soon after weaning in 1994. Otherwise no sighting records before then.,,,,
N,,A ,N,WHALE BIGHT,BREAD,BRE,BUN,BUN,n,d,2.331506849,,,n,,,28-Jul-96,,,,01/11/1995,28,MonthEstimate,SpringSummerYoy,,JM,12-Aug-95,0.96,0.74,MRH,28-Jul-96,"95-96 baby, 2 sights in jun/jul 96 w/ bread, no bun, but short sightings, bun on swim-about? bun looks at least 6 mos. - photo",MRH,,,28-Jul-96,MRH,20-Mar-97,JM,22/11/1996,1.062,235,118,MonthEstimate,DeadPreWeaning,,,JM,,,,,,,,,,,,,,,,
N,,A ,N,WHALE BIGHT,BREAD,BRE,BREKI,BRK,y,y,4.673972603,0.835616438,n,n,,,,,,,01/03/1998,25,MonthEstimate,SpringSummerYoy,,JM,25-Mar-97,2.37,1.44,JM,9-Aug-99,"probably not yoy, would have mentioned it; bre was herded mar 97 is mar 98 birth is would make sense; must be 1998 birth",JM,6-Oct-01,JJW,6-Oct-01,JJW,27-Mar-02,LAB,,,172,86,,,,,,MonthEstimate,Midpoint,,JM,6-Oct-01,27-Mar-02,172,31-Dec-01,1401,45.93442623,3.827868852,,,,,
N,,A ,N,WHALE BIGHT,BREAD,BRE,BUTTER,BUT,y,y,4.208219178,0.378082192,y,n,,,15-Nov-05,,,,01/11/2002,21,MonthEstimate,SpringSummerYoy,,JM,16-Oct-02,0.54,0.5,JJW,2-May-03,in BP - no size est but size from photos on 11-May-03 (JM),LAB,15-Nov-05,JB AP,,,,,,,,,,,,,,MonthEstimate,SiblingBirth,Midpoint,JM,15-Nov-05,14-Jun-07,576,30-Aug-06,1398,45.83606557,3.819672131,AS/CF saw BRE on Feb 9th and there was no mention of BUT - we think BUT was either on a separation or was missed - based on photos of the size of BUT on May 11th we know that it wasn't born after Feb 03,,,,
N,,A ,N,WHALE BIGHT,BREAD,BRE,PUMPERNICKEL,PMP,y,y,,,,n,,,,,,,15/01/2007,16,MonthEstimate,InfantFirstSight,,JM,15-Nov-05,1.58,0.41,JB AP,14-Jun-07,infant first sight sheet,JM,6-Dec-09,EK,,,,,,,,,,,,,,MonthEstimate,Midpoint,,SAS,6-Dec-09,23-Sep-10,291,30-Apr-10,1201.5,39.39344262,3.282786885,,,,,
N,,A ,N,WHALE BIGHT,BREAD,BRE,BAGUETTE,BGT,n,d,,,,,,,25-Oct-13,,EK,,01/09/2013,10,WeekEstimate,InfantFirstSight,,EK,25-Sep-12,1.05,0.12,EK,14-Oct-13,"1.5-2 months, stripes",EK,,,25-Oct-13,EK,26-Sep-14,JM,11/04/2014,0.608,,,MonthEstimate,DeadPreWeaning,Midpoint,,JM,,,,,,,,,,,,,,,,
N,,A ,N,WHALE BIGHT,BREAD,BRE,BRIOCHE,BIC,still alive,,,,,,,,,,,,01/11/2021,2,MonthEstimate,SpringSummerYoy,,VF,3-Dec-19,2.2,0.28,MHM,12-Feb-22,"yoy, no fetal lines, a bit bigger than Soggy's calf Dunk",CCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,,N,GUICH FLATS,BRITA,BRT,PELLEGRINO,PLG,u,n,4.002739726,,,u,,,10-Sep-06,,IA BH SR,,01/11/2004,19,YearEstimate,Gap,,JM,17-Sep-02,3.92,1.8,RCC,20-Aug-06,no age info,IA RP IW,,MK,,,,,01/05/2009,,,,Unknown,,,,,,,,,,,,,,,,,DEAD OR WEANED,,,
N,,,N,GUICH FLATS,BRITA,BRT,DASANI,DAS,y,y,,,,n,,,,,,,01/11/2008,15,YearEstimate,Gap,,JM,10-Sep-06,6.14,3.99,MK,29-Oct-12,not a yoy... Brita had Evian soon after first sighting of DAS so the calf must have been old and weaned right after (before Evian's birth),EK,29-Oct-12,EK,,,,,,,,,Unknown,NotSightedPostWeaning,,,EK JM,MonthEstimate,SiblingBirth,,JM,29-Oct-12,14-Jul-13,258,1-Nov-12,1461,47.90163934,3.991803279,,,,,
N,,,N,GUICH FLATS,BRITA,BRT,EVIAN,EVN,y,u,,,,,,,28-Aug-15,28-Aug-15,,,01/01/2013,10.5,MonthEstimate,SpringSummerYoy,,JM,29-Oct-12,0.71,0.53,EK,14-Jul-13,YOY looks about 6-8mos old,EMP,28-Aug-15,VF,28-Aug-15,,,,,,,,,,,,,YearEstimate,MotherCalfNotSightedSince,DefaultDate,JM,28-Aug-15,,,1-May-16,1216,39.86885246,3.322404372,"last seen at age 2.7 so probably survived to age 3, given default weaning date",,,,
N,,,,EAST,BUBBLESCAR,BSC,BOBA,BOB,still alive,,,,,,,,,,,,01/11/2020,2.7,YearEstimate,Gap,,JM VF,28-Jun-18,3.91,1.57,EK,27-May-22,about 1.5 years old,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,,A ,N,RED CLIFF BAY,BLISS,BSS,BLIMEY,BLM,y,y,,,,f,,,,,,,20/11/2011,12,DayEstimate,InfantFirstSight,,EK,5-Nov-11,0.04,0,EK,21-Nov-11,looked to be born 20-Nov-11 late night/21-Nov-11 early morning on 22-Nov-11-EK,SHOTOVER,23-May-15,EK AL VF,,,,,,,,,,,,,,DayEstimate,Midpoint,,JM EK,27-May-15,10-Jun-15,14,3-Jun-15,1291,42.32786885,3.527322404,,,,,
