Dolphin ID,Dolphin Name,Temporary Dolphin Ind,Sex,Sex Certainty,Mother ID,Birth Date Accuracy,Birth Date,Birth Date Earliest,Birth Date Latest,Birth Date Primary Reason,Birth Date Secondary Reason,Birth Date Primary Assigner,Birth Date Secondary Assigner,Birth Notes,Death Date Accuracy,Death Date,Death Date Primary Reason,Death Date Secondary Reason,Death Date Calc Type,Death Date Primary Assigner,Death Date Secondary Assigner,Death Notes,Weaning Date Accuracy,Weaning Date,Weaning Date Primary Reason,Weaning Date Secondary Reason,Weaning Date Calc Type,Weaning Date Primary Assigner,Weaning Date Secondary Assigner,Weaning Age Known,Weaning Notes,Last Seen Year,Dolphin Notes
BAU,BAUBLE,FALSE,,,BAN,YEAR ESTIMATE,11/01/1989,,,MOTHER FIRST SIGHT WITH CALF,,JM,,"AFR PHOTO IN 1991 CATALOGUE; MOTHER IS IDENTIFIABLE, CALF LOOKS A LITTLE LIKE SBO; JM ESTIMATES AGE BY PHOTO",YEAR ESTIMATE,21/07/1991,,BIRTH DATE UNCERTAIN,DEFAULT DATE,JM,,No date on photo; assigned photo date to 1-may-91,,,,,,,,NO,NO DATE ON PHOTO; ASSIGNED PHOTO DATE TO 1-MAY-91,1991,
BAY,BAYOU,FALSE,FEMALE,HIGH,HYM,YEAR ESTIMATE,11/01/1985,,,MOTHER FIRST SIGHT WITH CALF,,JM,,NO SIZE INFO,MONTH ESTIMATE,01/05/2007,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,One year gap in 1995 but only RCC in field and he was in WB with WOW crowd so would not have seen BAY.,YEAR ESTIMATE,6/17/1989,,REDUCED MC ASSOCIATION,MIDPOINT,JM,,NO,"DON'T KNOW BIRTH YEAR, PROBABLY WEANED BY LATE 89 BASED ON OF/OFF SIGHTS 88-89",2006,
BBA,BUBBA,FALSE,,,SKR,MONTH ESTIMATE,12/01/2004,,,SPRING SUMMER YOY,,JM,,"YOY, 7-8 MOS",YEAR ESTIMATE,01/10/2007,STOPPED SIGHTING POST WEANING,SIBLING BIRTH,BEFORE SIBLING BIRTH,JM,,SKR gave birth to HUBBA in 2007 so we think BUBBA was weaned early and then died soon after.,WEEK ESTIMATE,6/22/2007,SIBLING BIRTH,SIBLING BIRTH,MIDPOINT,JM,,YES,28May07 sighting does not have photos but we think BUBBA weaned early because SKRUB was pregnant.,2006,
BBB,BLUBBY,FALSE,,,FAT,DAY ESTIMATE,11/03/1999,,,INFANT FIRST SIGHT,,DIC,,DAVID CHARLES SAW AND ESTIMATED TO BE A WEEK OLD,DAY ESTIMATE,04/01/2000,DEAD PREWEANING,,MIDPOINT,JM,,blubby dead,,,,,,,,DIED PREWEANING,,2000,
BBF,BABY FACE,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1991,11/1/1986,11/1/1991,ASSIGNED 10 YRS,SSSS,EK,JM,Has some very faint DF speckles in 2006.,,,,,,,,,,,,,,,,,,,
BBI,BOBBIN,FALSE,,,JFR,DAY ESTIMATE,31/08/2007,,,INFANT FIRST SIGHT,,DIC,,RANGERS NOTED A FEW HOURS OLD,WEEK ESTIMATE,01/02/2008,MOTHER CALF NOT SIGHTED SINCE,,OTHER,JM,,JFR and BBI seen almost daily and no reports of ill health so likely shark attack,,,,,,,,DIED PREWEANING,,2007,
BBL,BOWLINGBALL,TRUE,UNKNOWN,,,YEAR ESTIMATE,11/01/2003,,,SSSS,,JM,,,,,,,,,,,,,,,,,,,,,
BBN,BLUEBONE,FALSE,MALE,HIGH,SPE,MONTH ESTIMATE,11/01/2012,,,,,EMP,,seen on 9-Jul-2013 looking very small and healthy,,,,,,,,,MONTH ESTIMATE,12/3/2016,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,SPE might have been pregnant in 2016 and weaned BBN late 2016 or lost calf and weaned in 2017.,,
BBZ,BAMBOOZLE,FALSE,UNKNOWN,,CAB,MONTH ESTIMATE,11/01/2016,10/1/2016,12/1/2016,SPRING SUMMER YOY,,JM,,EK estimated same age as Zeus and earlier sighting was 14Jun17 but could not confirm that BBZ was calf of CAB.,,,,,,,,,,,,,,,,,,,
BCE,BRICOLE,FALSE,,,BRE,DAY ESTIMATE,11/01/2019,10/25/2019,11/7/2019,INFANT FIRST SIGHT,,MHM,JM,"Pernille Sørensen saw BRE with a ~2 week old calf in November. She said it was very young and small, and not in great shape",WEEK ESTIMATE,24/11/2019,DEAD PREWEANING,,MIDPOINT,MHM,JM,BCE in poor condition,,,,,,,,,,,
BCH,BOSCH,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1982,11/1/1972,11/1/1982,SSSS,ALLIANCE,EK,JM,Has Class 2 DF but more speckles lateral side in 2002 photo so could be 20 to 30 then.,YEAR ESTIMATE,01/05/2013,OVER 3 YEARS,,DEFAULT DATE,EK,,One of the Skipjacks and we see the others a lot since 2010.,,,,,,,,,,2004,
BCO,BRONCO,FALSE,UNKNOWN,,BMY,YEAR ESTIMATE,11/01/2003,9/1/2003,1/1/2005,,,SAS,,no age information,YEAR ESTIMATE,01/05/2012,UNCERTAIN SURVIVAL STATUS PREWEANING,STOPPED SIGHTING POST WEANING,DEFAULT DATE,JM,,large gap in sightings of mother and calf was older so could have survived. we have good side sweeps to check.,,,,,,,,,,,
BCP,BUTTERCUP,TRUE,,,,YEAR ESTIMATE,11/01/1978,,,SSSS,,SAS,,,,,,,,,,,,,,,,,,,,,
BCT,BANDICOOT,FALSE,MALE,HIGH,BLB,MONTH ESTIMATE,11/01/2009,9/1/2009,2/1/2010,,,JM,,,,,,,,,,,MONTH ESTIMATE,3/13/2014,,,MIDPOINT,JM,,YES,,,EMP est 6-7mos but brief look.
BDA,BADABING,FALSE,FEMALE,HIGH,BSS,DAY ESTIMATE,27/10/2018,10/21/2018,11/1/2019,INFANT FIRST SIGHT,,TCC,JM,"FETAL LINES, ECHELON",DAY ESTIMATE,07/04/2019,DEAD BODY,SHARK ATTACK,OTHER,JM,,"Fisherman reported a recreational boat striking a baby dolphin that was subsequently bitten in half by a tiger shark. Based on photos and other observations, clear it was BDA. BDA not with BSS 13April19. DIC called Paradise",,,,,,,,,,,Rangers and CCC called BDA Paradise.
BDC,BODACIOUS,TRUE,MALE,LOW,,YEAR ESTIMATE,11/01/1985,11/1/1975,11/1/1985,SSSS,,EK,JM,Has DF and lateral body speckles in 2010 so at least 25 then.,,,,,,,,,,,,,,,,,,,
BDE,BRUNHILDE,TRUE,MALE,LOW,,YEAR ESTIMATE,11/01/1978,11/1/1968,11/1/1978,SSSS,,EK,JM,2003 shows lots of dark DF speckles and body speckles so at least 25 but could have been 35 at that time.,YEAR ESTIMATE,01/05/2007,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Seen 3 years in a row and then not again. Pretty old so definitely dead.,,,,,,,,,,,
BDG,BAD GIRL,FALSE,,,RPC,MONTH ESTIMATE,11/01/2003,,,,,RCC,,yoy,MONTH ESTIMATE,31/03/2005,DEAD PREWEANING,,MIDPOINT,SAS,,"RPC with males 15-Aug-05, no sign of BDG",,,,,,,,,,,
BDI,BOODIE,FALSE,,,WOM,MONTH ESTIMATE,05/01/2003,,,INFANT FIRST SIGHT,,JM,,"SMALL CALF FOR THIS TIME OF YEAR, ABOUT 3 MOS, BORN OUT OF SEASON, STILL HAS FETAL LINES",MONTH ESTIMATE,10/03/2005,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2004,
BDN,BANDANA,FALSE,,,HNK,MONTH ESTIMATE,11/01/2019,9/1/2019,5/1/2020,,,JM,VF,"Hanky last seen 17-Jul-19, calf estimated 1-2 years old on 22-Apr-22, at least 2 years old and not younger when seen on 16-Jun-22",,,,,,,,,,,,,,,,,,,
BDT,BANDIT,TRUE,MALE,HIGH,,YEAR ESTIMATE,11/01/1991,,,ASSIGNED 10 YRS,,SAS,,,,,,,,,,,,,,,,,,,,,
BDY,BONDY,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1984,11/1/1974,11/1/1984,SSSS,,EK,JM,Has lots of DF speckles in 2009 so at least 25 but could be 35.,,,,,,,,,,,,,,,,,,2002,
BEA,BEAUTIFUL,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1963,11/1/1954,11/1/1963,REPRODUCTIVE AGE,,EK,JM,Could have been born as early as 1942 because she disappeared in 1982. Dates do not go back that far.,WEEK ESTIMATE,01/06/1982,SIGHTED OFTEN PREVIOUSLY,,OTHER,JM,,BEA was a provisioned dolphin never seen by researchers. Masons saw her in 1982 and RAS RCC arrived in winter 1982 and never saw her. She was probably older but we have no photos.,,,,,,,,,,1982,
BEC,BECKETT,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1988,11/1/1986,11/1/1990,ASSIGNED 10 YRS,SSSS,EK,JM,DF speckles in 2014 suggest  25 but probably not 30 yet.,,,,,,,,,,,,,,,,,,2004,
BEE,BEETHOVEN,FALSE,MALE,HIGH,SCH,MONTH ESTIMATE,11/01/1997,,,SPRING SUMMER YOY,,JM,,"NO SIZE INFORMATION; SURVEY SHOWS SCH SEEN ON 18-MAY-98, BUT NO BEE; MUST HAVE BEEN BORN IN NOV AND 18-MAY-98 SIGHTING IS INCORRECT? MRH WOULDHAVE NOTICED IF VERY YOUNG YOY.",,,,,,,,,WEEK ESTIMATE,9/9/2003,REDUCED MC ASSOCIATION,SIBLING BIRTH,MIDPOINT,JM,,YES,MIDPOINT,2006,
BEK,BEAKER,FALSE,,,,,11/01/1984,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,,
BEM,BELMONT,TRUE,FEMALE,LOW,,YEAR ESTIMATE,11/01/1991,,,ASSIGNED 10 YRS,,SAS,,,,,,,,,,,,,,,,,,,,,
BEN,BEANSTALK,FALSE,UNKNOWN,,THU,WEEK ESTIMATE,05/01/2018,4/15/2018,5/15/2018,INFANT FIRST SIGHT,,JM,,"Fetal lines, CUPs, Echelon and estimated 6 weeks.",,,,,,,,,,,,,,,,,,,
BER,BEAR,TRUE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1991,11/1/1983,11/1/1991,SSSS,REPRODUCTIVE AGE,EK,JM,Has some lateral speckles in 2003 and DF speckles in 2013. So could have been as old as 20 in 2003.,,,,,,,,,,,,,,,,,,,
BES,BLUES,FALSE,FEMALE,HIGH,RHY,MONTH ESTIMATE,11/01/2000,,,SPRING SUMMER YOY,,JM,,YOY,YEAR ESTIMATE,01/05/2015,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,Not seen in 2007 but otherwise we saw every year.,MONTH ESTIMATE,4/10/2004,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,EXTENSIVE OBS BY JM IN APRIL 2004 WITH BBC FILM CREW.   BES NEVER IN BP.,2006,
BET,BEAT,FALSE,MALE,LOW,RHY,MONTH ESTIMATE,11/01/2008,9/1/2008,2/1/2009,,,JM,,,YEAR ESTIMATE,01/05/2012,STOPPED SIGHTING POST WEANING,SIGHTED OFTEN PREVIOUSLY,DEFAULT DATE,EK,JM,BET was distinctive. MIght have died soon after weaning.,MONTH ESTIMATE,1/12/2012,,,MIDPOINT,JM,,YES,,,no mention of it being a yoy so likely to be just over one year of age at first sighting.
BEY,BEYONCE,FALSE,UNKNOWN,,COI,WEEK ESTIMATE,01/01/2017,12/15/2016,1/15/2017,INFANT FIRST SIGHT,,EK,,echelon and fetal lines but not folds. Estimated one month approximately.,MONTH ESTIMATE,01/03/2017,DEAD PREWEANING,,MIDPOINT,EK,JM,COI with males in April.,,,,,,,,,,,
BGE,BOOGIE,FALSE,,,RHY,WEEK ESTIMATE,25/04/2006,,,INFANT FIRST SIGHT,,JM,,ESTIMATE 3 WKS,YEAR ESTIMATE,02/06/2007,SIBLING BIRTH,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2006,
BGG,BUGGER,FALSE,,,,,11/01/1983,,,91CAT,,,,,,,,,,,,,,,,,,,,,,,
BGL,BREUGHEL,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1972,11/1/1967,11/1/1977,SSSS,,EK,JM,Heavily speckled DF in 2002 so we think he is at least 30 then.,YEAR ESTIMATE,01/05/2012,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Has one year gaps in sightings.,,,,,,,,,,2006,
BGS,BIGGIE SMALLS,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1990,,,ALLIANCE,,SAS,,birth date assigned by membership in Peron Posse,,,,,,,,,,,,,,,,,,,
BGT,BAGUETTE,FALSE,UNKNOWN,HIGH,BRE,WEEK ESTIMATE,09/01/2013,8/20/2013,9/10/2013,INFANT FIRST SIGHT,,EK,,"1.5-2 months, stripes",MONTH ESTIMATE,11/04/2014,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,,,,
BHM,BEHEMOTH,FALSE,,,LEV,YEAR ESTIMATE,11/01/2000,,,,,JM,,calf looks maybe like a yoy-JJW 19-Oct-02 but we gave 1-Nov-00 bday,,,,,,,,,MONTH ESTIMATE,3/27/2004,,,MIDPOINT,SAS,,NO,,,
BIB,BIBI,FALSE,MALE,HIGH,BEA,MONTH ESTIMATE,11/01/1975,,,SPRING SUMMER YOY,,JM,,MASONS WOULD BE OBSERVERS,WEEK ESTIMATE,15/02/1989,STOPPED SIGHTING POST WEANING,,,JM,,Septicemia,YEAR ESTIMATE,5/1/1981,,SIBLING BIRTH,DEFAULT DATE,,,NO,BIB LIKELY WEANED EARLIER; DATE BASED ON ASSUMPTION THAT BIB WEANED WHEN BEA PREGNANT WITH GLD,1989,
BIC,BRIOCHE,FALSE,,,BRE,MONTH ESTIMATE,11/01/2021,9/1/2021,1/1/2022,SPRING SUMMER YOY,INFANT FIRST SIGHT,VF,,"First seen by CCC on 12Feb22, yoy, no fetal lines, a bit bigger than Soggy's calf Dunk",,,,,,,,,,,,,,,,,,,
BID,BIDDLE,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1968,11/1/1958,11/1/1968,SSSS,91CAT,EK,JM,Had speckles over pecs in 1988 and photo is poor. He seemed to have DF speckles in 1988. At least 20 but probably 30 in 1988.,MONTH ESTIMATE,01/05/1992,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,JM also thought she saw him late 1991 but that was last sighting.,,,,,,,,,,1991,
BIF,BIFF,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1969,,,91CAT,SSSS,,,Had DF speckles by 1997 but photo not great.,MONTH ESTIMATE,01/05/2004,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,One year gap but was seen pretty frequently otherwise.,,,,,,,,,,2003,
BIG,BIGMIDBITE,FALSE,MALE,HIGH,,,11/01/1975,,,SSSS,91CAT,,,,,,,,,,,,,,,,,,,,,2007,
BIL,BILBOBAGGINS,FALSE,,,,,11/01/1979,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,,
BIN,BINGO,FALSE,MALE,HIGH,BYT,YEAR ESTIMATE,05/01/1995,,,GAP,,JM,,CHECK SURVEY NOTES AND FILM,,,,,,,,,WEEK ESTIMATE,6/26/1999,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,NO,,1999,
BIP,BIP,FALSE,,,,,11/01/1986,,,ASSIGNED 10 YRS,,,,,,,,,,,,,,,,,,,,,,1996,
BIS,BISCUIT,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1965,11/1/1963,11/1/1965,SSSS,91CAT,EK,JM,,YEAR ESTIMATE,01/05/2007,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,JM,,Had 2 year gap in sightings 91 and 92 so given death date 2 years after last sighting date.,,,,,,,,,,2005,
BIT,BITE,FALSE,MALE,HIGH,,,11/01/1955,,,SSSS,91CAT,,,,MONTH ESTIMATE,01/05/1990,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,JM,,His entire alliance disappeared in 1989. Old males too.,,,,,,,,,,1989,
BIX,BIX,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJA,BJAY,FALSE,MALE,HIGH,,,11/01/1966,,,SSSS,91CAT,,,,MONTH ESTIMATE,01/05/2008,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,JM,,,,,,,,,,,,2007,
BKL,BERKELEY,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKR,BARK,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKS,BACKSTAB,FALSE,,,FRO,YEAR ESTIMATE,11/01/1986,,,MOTHER FIRST SIGHT WITH CALF,,JM,,RAS THINKS FRO HAD CALF WITH HER IN 87- NO OTHER DETAILS,,,SIGHTING RECORD POOR,BIRTH DATE UNCERTAIN,,JM,,,,,,,,,,NO,,1987,
BLB,BILBY,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1972,11/1/1970,11/1/1974,SSSS,REPRODUCTIVE AGE,EK,JM,estimated to be about 30 in 2002 based on speckles,YEAR ESTIMATE,01/05/2016,SIGHTED OFTEN PREVIOUSLY,OVER 3 YEARS,DEFAULT DATE,EK,JM,,,,,,,,,,,2007,
BLE,BLEEP,FALSE,MALE,HIGH,BLI,WEEK ESTIMATE,15/12/1998,,,INFANT FIRST SIGHT,,MRH,,"3 MOS, NO FETAL MARKS - SMOOTH; NORMAL SURFACINGS; 1-5 MIN BP",,,,,,,,,WEEK ESTIMATE,2/7/2005,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,MIDPOINT,2007,
BLI,BLIP,FALSE,FEMALE,HIGH,,MONTH ESTIMATE,11/01/1970,11/1/1969,11/1/1971,SSSS,91CAT,EK,JM,Flip was her first calf. Speckles match no older than 1969 birth for BLI.,,,,,,,,,,,,,,,,,,2007,
BLJ,BLUE JAY,FALSE,,,DOD,WEEK ESTIMATE,11/01/2021,10/15/2021,11/14/2021,INFANT FIRST SIGHT,,VF,,"first seen by ACAT on 15Nov21, still chinup surfacing",,,,,,,,,,,,,,,,,,,
BLK,BLANKIE,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1996,11/1/1995,11/1/1996,SSSS,,EK,JM,First seen when juvenile.,,,,,,,,,,,,,,,,,,2007,
BLL,BALL,FALSE,,,FOO,MONTH ESTIMATE,11/01/2003,,,PREGNANCY,,JM,,"JJW SAW FOO LOOKING PREGNANT IN AUG 03, BUT THEN BALL NEVERSEEN; THINK FOO LOST HER AND QUICKLY GOT PREGNANT AGAIN WITH BOU",MONTH ESTIMATE,01/12/2003,,SIBLING BIRTH,DEFAULT DATE,JM,,"Became pregnant w/ Bounce in Jan or Feb 2004, so would have needed 1-2 months to ""recover""",,,,,,,,DIED PREWEANING,,,
BLM,BLIMEY,FALSE,FEMALE,HIGH,BSS,DAY ESTIMATE,20/11/2011,,11/21/2011,,,EK,,,,,,,,,,,DAY ESTIMATE,6/3/2015,REDUCED MC ASSOCIATION,,MIDPOINT,EK,JM,YES,,,looked to be born 20-Nov-11 late night/21-Nov-11 early morning on 22-Nov-11-EK
BLN,BLENNIE,TRUE,UNKNOWN,,,YEAR ESTIMATE,11/01/1993,,,SSSS,,SAS,,said to be a juvenile at first sight 30-Aug-02 by JJW so assigned 8 years,,,,,,,,,,,,,,,,,,,
BLO,BLOTCH,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1986,11/1/1981,11/1/1986,SSSS,ASSIGNED 10 YRS,EK,JM,Has some DF speckles in 2006 so at least 20 and could be as old as 25. Originally given 10 years at first sight.,YEAR ESTIMATE,01/05/2017,OVER 3 YEARS,,DEFAULT DATE,EK,JM,One year gap in his sightings.,,,,,,,,,,2007,
BLP,BLOOPER,FALSE,UNKNOWN,,BLI,DAY ESTIMATE,23/08/2012,,,INFANT FIRST SIGHT,,JM,,,MONTH ESTIMATE,06/02/2013,DEAD PREWEANING,,MIDPOINT,JM,,Mortality status - mother sighted without calf,,,,,,,,,,,chin slapping and corking up
BLR,BLARNEY,FALSE,,,MUR,MONTH ESTIMATE,11/01/2020,9/1/2020,2/1/2021,SPRING SUMMER YOY,GAP,VF,JM,"Mom last seen 14-Jun-17. New calf first seen 8-Jul-22, estimated ~ 1.5 years.",,,,,,,,,,,,,,,,,,,
BLS,BLISTER,FALSE,,,BUS,YEAR ESTIMATE,11/01/1993,,,GAP,,JM,,NO SIZE INFORMATION,,,STOPPED SIGHTING POST WEANING,,,,,,YEAR ESTIMATE,7/25/1998,REDUCED MC ASSOCIATION,SIBLING BIRTH,,JM,,NO,BASED ON LAST BP(SURVEY) AND BUS SIGHTED ALONE AUG (SURVEY),2004,
BLT,BLOAT,FALSE,,,BUL,MONTH ESTIMATE,11/01/1992,,,SPRING SUMMER YOY,,JM,,Described as new calf,MONTH ESTIMATE,04/10/1993,,,MIDPOINT,,,,,,,,,,,DIED PREWEANING,,,
BLU,BLUR,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1982,11/1/1979,11/1/1984,SSSS,ASSIGNED 10 YRS,EK,JM,Originally aged with default 10 years but ventral speckles suggests she was a couple of years older.,YEAR ESTIMATE,01/05/2015,OVER 3 YEARS,,DEFAULT DATE,EK,JM,Large gaps in sightings but she is in her late 30s. Assigned probably dead because 9 year gaps.,,,,,,,,,,1994,
BLV,BLOVIATE,TRUE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1984,11/1/1979,11/1/1984,SSSS,REPRODUCTIVE AGE,EK,JM,Has class 2 speckles on DF in 2004.,,,,,,,,,,,,,,,,,,,
BLW,BELLOWS,FALSE,MALE,HIGH,,YEAR ESTIMATE,11/01/1993,,,ASSIGNED 10 YRS,,SAS,,"possible juvenile or part of alliance, unclear on 19-Sep-04 survey",,,,,,,,,,,,,,,,,,,"possible juvenile or part of alliance, unclear on 19-Sep-04 survey"
BLX,BLIXEN,FALSE,,,DCR,MONTH ESTIMATE,11/01/2005,,,SPRING SUMMER YOY,,JM,,"YOY, ABOUT 6 MOS",,,UNCERTAIN SURVIVAL STATUS PREWEANING,GAP,,JM,,Not distinctive so we cannot track.,,,,,,,,NO,,2006,
BLY,BLY,FALSE,MALE,HIGH,,,11/01/1979,,,SSSS,91CAT,,,,DAY ESTIMATE,24/07/2010,DEAD BODY,,OTHER,EMP,RCC,BLY found dead 25-Jul-10 by EMP & RCC,,,,,,,,,,2006,
BMA,BOMBORA,FALSE,UNKNOWN,,RPC,MONTH ESTIMATE,11/01/1998,,,SPRING SUMMER YOY,,JM,,spring summer yoy based on JMs look at MK survey,YEAR ESTIMATE,01/05/2000,UNCERTAIN SURVIVAL STATUS PREWEANING,GAP,DEFAULT DATE,EK,JM,mother not seen for 5 yrs,,,,,,,,,,,
BMB,BUMBLEBEE,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1980,11/1/1978,11/1/1985,SSSS,,EK,JM,Speckles make her a little younger than original estimated.,YEAR ESTIMATE,01/05/2017,OVER 3 YEARS,,DEFAULT DATE,JM,VF,Last seen 17-Oct-13 and over 30yrs old,,,,,,,,,,2006,
BMN,BLUEMOON,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1991,,,SSSS,,EK,JM,called juvenile in 1995; EK estimated 1991-1995 birth based on speckles,,,,,,,,,,,,,,,,,,1995,
BMT,BASMATI,FALSE,MALE,HIGH,JAS,MONTH ESTIMATE,11/01/2000,,,INFANT FIRST SIGHT,,LAB,,"SURVEY SAYS SMALL ~80 CM, NO FETAL MARKS, DF ERECT, EYES OPEN, FLUKES NOT CURLED, WEIGHT NORMAL, SURFACINGS NORMAL, FEW SYNCH WITH MOM, FEW ECHELON WITH MOM, BP<30SECONDS, MIF DISTANCE PREDOM 10M AND MAX 60-80M, NO TOURING, SEEN SNACKING, MOM TD AND DEEP FORAGING, CALF RS AND LP",,,,,,,,,WEEK ESTIMATE,6/5/2005,REDUCED MC ASSOCIATION,,MIDPOINT,JM,,YES,,2007,
BMY,BRUMBY,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1985,11/1/1964,11/1/1986,REPRODUCTIVE AGE,,JM,,,,,,,,,,,,,,,,,,,,,
BNB,BANANABOAT,FALSE,UNKNOWN,,UVE,DAY ESTIMATE,30/09/2009,9/23/2009,10/7/2009,INFANT FIRST SIGHT,,MAS,,,YEAR ESTIMATE,09/10/2011,SIBLING BIRTH,,MIDPOINT,JM,,"technically calf could have been weaned at 2 yrs of age, but seems unlikely",,,,,,,,,,,"est 2 wks, fetal lines, smooth"
BNG,BUNGIE,TRUE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/2000,11/1/1998,11/1/2001,SSSS,,EK,JM,"Judged as juvenile still in 2009 so must have been recently weaned in 2004 (first sighting).  Mistaken for Artemis, who was that age- at the time.",,,,,,,,,,,,,,,,,,,Sponger seen regularly in 2009. Older juvenile in 2009. Check AKC photos 2004 for age.
BNI,BEANIE,FALSE,MALE,HIGH,TRY,MONTH ESTIMATE,15/02/2003,1/15/2003,3/15/2003,,,JM,,"very tiny yoy according to survey, JM estimated about 5 mos based on photos",,,,,,,,,WEEK ESTIMATE,7/30/2008,,,MIDPOINT,JM,,YES,,,
BNK,BANKSIA,FALSE,UNKNOWN,,TUL,WEEK ESTIMATE,21/09/2012,,,INFANT FIRST SIGHT,,EK,,,WEEK ESTIMATE,07/10/2012,DEAD PREWEANING,,MIDPOINT,VF,,,,,,,,,,,,,Whitney saw TUL with tiny calf on 2-Oct-12
BNO,BONO,FALSE,,,KIT,MONTH ESTIMATE,01/01/2005,,,INFANT FIRST SIGHT,,QAG,,"INFANT FIRST SITE FILLED OUT - SMOOTH, NO FETAL MARKS, ESTIMATE 3 MOS",WEEK ESTIMATE,15/06/2005,DEAD PREWEANING,,MIDPOINT,JM,,,,,,,,,,DIED PREWEANING,,2005,
BNR,BERNIER,FALSE,UNKNOWN,,DRR,YEAR ESTIMATE,11/01/2001,11/1/1999,11/1/2001,,,JM,,,YEAR ESTIMATE,01/05/2004,UNCERTAIN SURVIVAL STATUS PREWEANING,MOTHER CALF NOT SIGHTED SINCE,DEFAULT DATE,EK,JM,Gaps in record.,,,,,,,,NO,,,JM does not think calf is a yoy based on photos
BNS,BRANSON,FALSE,FEMALE,HIGH,,YEAR ESTIMATE,11/01/1992,,,ASSIGNED 10 YRS,,SAS,,No obvious speckles that help us improve aging.,,,,,,,,,,,,,,,,,,,
BOA,BOA,FALSE,,,FEA,YEAR ESTIMATE,11/01/2007,,,SPRING SUMMER YOY,,JM,,"Estimated 18-30 mos.,could have been 2007 or 2006 birth",YEAR ESTIMATE,01/05/2010,MOTHER CALF NOT SIGHTED SINCE,UNCERTAIN SURVIVAL STATUS PREWEANING,DEFAULT DATE,JM,,Gaps in sightings.,,,,,,,,NO,,,
BOB,BOBA,FALSE,,,BSC,YEAR ESTIMATE,11/01/2020,11/1/2018,1/1/2021,GAP,,VF,JM,Bubblescar last seen 28-Jun-18. Calf estimated about 1.5 years old on 27-May-22.,,,,,,,,,,,,,,,,,,,
BOE,BOOEY,TRUE,UNKNOWN,,,YEAR ESTIMATE,11/01/1990,,,ASSIGNED 10 YRS,,SAS,,,,,,,,,,,,,,,,,,,,,
BOG,BOG,FALSE,,,FEN,YEAR ESTIMATE,11/01/1993,,,MOTHER FIRST SIGHT WITH CALF,,JM,,"DESCRIBED AS YOUNG BUT FEN WITH WOW CROWD, WEANED IN 97",,,,,,JM,,,YEAR ESTIMATE,2/15/1997,,REDUCED MC ASSOCIATION,MIDPOINT,JM,,NO,"BOG FIRST SIGHTED AS OLDER CALF, WEANING DATE UNCERTAIN",2002,
